Q	NPV	Sol	Cap	NVP-sol
nm-1				
1.5406879	13.8042358461057	10.5200377709939	6.21108952426289	3.28419807511178
1.5458552	13.9378698780106	10.5370869767683	6.23314019219898	3.40078290124238
1.5510223	13.8008827025336	10.7542841620531	6.19629109517717	3.04659854048054
1.5561895	13.919853612762	10.8380250426864	6.28789116658237	3.08182857007557
1.5613568	13.7901188614326	10.6587856366741	6.31373196275029	3.13133322475851
1.566524	14.0423190491085	10.7980364257257	6.2673995120645	3.24428262338287
1.5716913	13.7237685329997	10.9760480157293	6.23252521495939	2.7477205172704
1.5768584	14.0845092274007	10.987092150877	6.22753711582518	3.09741707652368
1.5820256	14.3088795746012	10.9631070523102	6.23640326083723	3.34577252229095
1.5871929	14.178641851736	10.6952279194909	6.19660959209782	3.48341393224514
1.5923601	13.9801839224273	11.0672851451338	6.17500788432358	2.91289877729353
1.5975274	13.8068726931498	10.5452501681585	6.22736975990003	3.26162252499129
1.6026946	13.9163872380357	11.0017167692865	6.24090268067002	2.91467046874917
1.6078618	13.8633669064748	11.1387602835412	6.17668694772545	2.72460662293366
1.613029	13.5466155771035	10.9625435918663	6.22849260658713	2.58407198523724
1.6181962	13.3912905849234	10.8165587002639	6.20390943441135	2.57473188465949
1.6233635	13.9017197372537	10.9203466652869	6.18825920085686	2.98137307196677
1.6285307	13.3744666875196	10.9973720701609	6.31876974799917	2.37709461735863
1.633698	13.6396296527995	10.6448496921405	6.15882196304781	2.99477996065897
1.6388651	13.9114382233344	10.8448440006209	6.22433727053643	3.06659422271348
1.6440324	13.6818842664998	11.3430992911471	6.20317321710154	2.33878497535274
1.6491996	13.8153518923991	11.0878749935324	6.25494064443188	2.72747689886676
1.6543669	13.6606086956522	10.6581849226471	6.24113459879206	3.0024237730051
1.6595341	13.3439174225837	11.2019314948	6.16881601261492	2.14198592778365
1.6647013	13.8566399749765	11.2961147617323	6.31894424444378	2.56052521324425
1.6698685	14.1313431341883	11.1285196874838	6.27033843087085	3.00282344670447
1.6750357	13.7492768220206	11.3793697935531	6.1463006158698	2.36990702846759
1.680203	13.6394294651236	11.5042189682827	6.25020008330606	2.13521049684084
1.6853702	13.7616215201752	11.4219878925855	6.23329772990985	2.33963362758966
1.6905375	14.2570240850798	10.9220417033166	6.18566867989646	3.33498238176316
1.6957047	13.8764416640601	11.0315341232473	6.21352042486091	2.84490754081279
1.7008718	13.5376740694401	11.2075309152998	6.12802073725863	2.33014315414026
1.7060391	14.0296065060995	11.3550923578414	6.18994451221326	2.6745141482581
1.7112063	13.4475864873319	11.3094474051845	6.19963702359347	2.13813908214742
1.7163736	13.990518611198	11.2863051689347	6.09212356073904	2.70421344226335
1.7215408	13.8255720988427	10.9191147099912	5.98895897176519	2.90645738885146
1.7267081	13.7390772599312	11.004976975216	6.18115438398143	2.73410028471517
1.7318752	13.7475733500156	11.4710534485435	6.100882597959	2.27651990147215
1.7370424	13.5815927431967	11.5174714130491	6.07462750290084	2.06412133014764
1.7422097	13.5530365968095	11.1441630879081	6.08515991788402	2.4088735089014
1.7473769	13.6306337191117	11.1702566357945	6.02584644907917	2.46037708331718
1.7525442	14.5277203628402	11.1377016608889	6.00929026211657	3.39001870195125
1.7577113	14.1419924929622	11.5139100739898	6.0433999285948	2.6280824189724
1.7628785	14.1882890209571	11.5372572049464	6.17688122935944	2.6510318160107
1.7680458	13.6294989052236	11.2724121695038	6.27492368569813	2.35708673571984
1.773213	13.808198936503	11.6842893361618	6.2804586296153	2.12390960034113
1.7783803	14.0519361901783	11.582724168262	6.25201526286037	2.46921202191627
1.7835475	13.9259092899593	11.6892854555803	6.09998452887448	2.23662383437906
1.7887146	13.2798167031592	11.3331634500957	5.93461768468656	1.94665325306349
1.7938819	13.9823584610572	11.2289005018886	6.08890735175984	2.75345795916869
1.7990491	14.049803565843	11.2509277177006	6.05273139745916	2.79887584814235
1.8042164	13.9378411010322	11.575556992808	6.03217235428877	2.36228410822423
1.8093836	13.638715045355	11.5416251875614	6.22272068667996	2.09708985779358
1.8145509	14.0723371911167	10.8520975836912	6.2413651780667	3.22023960742546
1.819718	14.1510028151392	11.1275578206654	6.12875070661391	3.0234449944738
1.8248852	14.4902402252111	11.2446401407358	6.05404436047723	3.24560008447538
1.8300525	13.9987325617767	10.9831111915972	6.05728883401267	3.01562137017942
1.8352197	14.231259305599	11.223324882289	6.14550608431763	3.00793442330997
1.840387	13.7542865186112	11.1634381952709	5.93890140132695	2.59084832334034
1.8455542	14.0930572411636	11.0962611890102	6.0903168605516	2.9967960521534
1.8507214	14.3101770409759	11.3124587364826	6.14317738240457	2.99771830449328
1.8558886	14.3736659368158	11.3936373984581	6.23074201898188	2.98002853835765
1.8610559	14.1094563653425	11.3452615511978	6.23412766653774	2.7641948141447
1.8662231	14.1037722865186	11.6922015832773	6.09258605813573	2.41157070324133
1.8713903	13.9836828276509	11.26975785171	5.97994168575764	2.71392497594088
1.8765576	13.5928357835471	10.7204610130905	6.07225685043587	2.87237477045658
1.8817247	13.436641851736	11.0665250685569	6.06772976109012	2.37011678317906
1.886892	13.9414907725993	11.2142505303461	5.99046413376573	2.72724024225316
1.8920592	14.1210666249609	11.0118150773529	5.90080940763441	3.10925154760798
1.8972265	14.3909183609634	11.0136110105034	6.01911888964922	3.37730735045996
1.9023937	14.3862414763841	11.2234594091168	6.07249442146916	3.16278206726733
1.9075608	14.1451723490773	11.2888404822269	6.23346582963911	2.85633186685032
1.9127281	13.9752736940882	11.5307166140632	6.09436508881021	2.44455708002498
1.9178953	14.2948201438849	11.3219206291716	6.00012257891762	2.97289951471327
1.9230626	13.9974613700344	11.3468898432245	5.98888161613757	2.6505715268099
1.9282298	14.1849865498905	11.3730868732861	5.87735175984053	2.81189967660445
1.9333971	13.9300569283703	11.68680447043	5.92360715242034	2.24325245794038
1.9385642	14.0456584297779	11.692169503803	6.0419521882717	2.35348892597495
1.9437314	13.8181532686894	11.4224209654887	6.09983056142334	2.3957323032007
1.9488987	13.4429928057554	11.3968298235629	6.04923284043914	2.04616298219251
1.9540659	14.0848570534876	11.4950768355151	6.04896328582904	2.58978021797256
1.9592332	14.5043797309978	11.6023754333316	5.91358305316712	2.9020042976662
1.9644004	13.853160462934	11.2883432503751	5.91861652435215	2.56481721255888
1.9695675	14.0055364404129	11.1426729445853	5.96299961322186	2.86286349582759
1.9747348	14.2044898342196	11.2638909297873	5.95198208919699	2.94059890443224
1.979902	14.2124128870816	11.3950845966782	6.07751658683169	2.81732829040342
1.9850693	14.6945448858305	11.3628514513375	6.05546443128738	3.33169343449296
1.9902365	14.8579236784485	10.9131008433797	5.7714749635536	3.94482283506882
